report_id,request_id,factory_id,inspector_id,inspection_date,product_line,sku,sample_size,total_defects,critical_defects,major_defects,minor_defects,defect_details,result,remarks
RPT-2026-073,REQ-2026-077,FAC-HAERS,INS-003,2026-02-07,Aerolight,SKU-AL-700ML,125,3,0,0,3,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""包装破损"", ""type_key"": ""packaging_damage"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 1, ""severity"": ""minor""}]",Pass,
RPT-2026-074,REQ-2026-078,FAC-ANSHENG,INS-007,2026-02-01,Iceflow,SKU-IF-750ML,125,9,0,2,7,"[{""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 6, ""severity"": ""minor""}, {""type"": ""真空泄漏"", ""type_key"": ""vacuum_leak"", ""count"": 3, ""severity"": ""major""}]",Pass,
RPT-2025-075,REQ-2025-079,FAC-ANSHENG,INS-003,2025-10-26,Classic,SKU-CL-500ML,200,15,0,4,11,"[{""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 7, ""severity"": ""minor""}, {""type"": ""焊接不良"", ""type_key"": ""welding_defect"", ""count"": 5, ""severity"": ""minor""}, {""type"": ""功能异常"", ""type_key"": ""functional_failure"", ""count"": 3, ""severity"": ""critical""}]",Pass,
RPT-2026-076,REQ-2026-080,FAC-DLJM,INS-006,2026-01-23,Adventure,SKU-AD-750ML,200,20,2,6,12,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 2, ""severity"": ""minor""}, {""type"": ""包装破损"", ""type_key"": ""packaging_damage"", ""count"": 18, ""severity"": ""minor""}]",Fail,"Weld seam misalignment, full rework required"
RPT-2025-077,REQ-2025-081,FAC-CAYI-VN,INS-005,2025-11-26,Aerolight,SKU-AL-700ML,125,5,0,1,4,"[{""type"": ""包装破损"", ""type_key"": ""packaging_damage"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 4, ""severity"": ""minor""}]",Pass,
RPT-2025-078,REQ-2025-083,FAC-YKPHX,INS-003,2025-12-01,Iceflow,SKU-IF-1L,200,1,0,0,1,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 1, ""severity"": ""minor""}]",Pass,
RPT-2026-079,REQ-2026-085,FAC-HAERS,INS-003,2026-02-28,Classic,SKU-CL-750ML,125,5,0,1,4,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 1, ""severity"": ""major""}, {""type"": ""包装破损"", ""type_key"": ""packaging_damage"", ""count"": 3, ""severity"": ""minor""}]",Conditional,"Minor packaging damage, needs re-inspection after fix"
RPT-2026-080,REQ-2026-086,FAC-DLJM,INS-006,2026-01-23,Classic,SKU-CL-500ML,125,9,0,2,7,"[{""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 5, ""severity"": ""minor""}, {""type"": ""真空泄漏"", ""type_key"": ""vacuum_leak"", ""count"": 4, ""severity"": ""major""}]",Fail,"Logo position out of spec, re-production required"
RPT-2026-081,REQ-2026-087,FAC-CAYI-VN,INS-004,2026-02-27,Aerolight,SKU-AL-700ML,200,6,0,1,5,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""包装破损"", ""type_key"": ""packaging_damage"", ""count"": 5, ""severity"": ""minor""}]",Pass,
RPT-2026-082,REQ-2026-088,FAC-CAYI-CN,INS-001,2026-02-12,Aerolight,SKU-AL-500ML,200,0,0,0,0,[],Pass,
RPT-2025-083,REQ-2025-089,FAC-YKPHX,INS-001,2025-12-31,Iceflow,SKU-IF-750ML,200,2,0,0,2,"[{""type"": ""焊接不良"", ""type_key"": ""welding_defect"", ""count"": 1, ""severity"": ""critical""}, {""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 1, ""severity"": ""minor""}]",Pass,
RPT-2026-084,REQ-2026-090,FAC-YKPHX,INS-003,2026-01-16,Quencher,SKU-QC-1.2L,125,3,0,1,2,"[{""type"": ""焊接不良"", ""type_key"": ""welding_defect"", ""count"": 3, ""severity"": ""major""}]",Conditional,"Minor packaging damage, needs re-inspection after fix"
RPT-2025-085,REQ-2025-092,FAC-YKPHX,INS-001,2025-11-25,Adventure,SKU-AD-500ML,125,4,1,0,3,"[{""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""功能异常"", ""type_key"": ""functional_failure"", ""count"": 1, ""severity"": ""critical""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 2, ""severity"": ""minor""}]",Fail,"Logo position out of spec, re-production required"
RPT-2025-086,REQ-2025-093,FAC-CAYI-CN,INS-007,2025-11-11,Classic,SKU-CL-350ML,200,2,0,0,2,"[{""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""真空泄漏"", ""type_key"": ""vacuum_leak"", ""count"": 1, ""severity"": ""minor""}]",Pass,
RPT-2025-087,REQ-2025-094,FAC-CAYI-VN,INS-004,2025-12-17,Aerolight,SKU-AL-500ML,125,5,0,1,4,"[{""type"": ""包装破损"", ""type_key"": ""packaging_damage"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 4, ""severity"": ""minor""}]",Pass,
RPT-2026-088,REQ-2026-095,FAC-YKPHX,INS-007,2026-01-10,Classic,SKU-CL-350ML,125,4,0,0,4,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 2, ""severity"": ""critical""}, {""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 1, ""severity"": ""minor""}]",Conditional,"Minor cosmetic issues, acceptable with rework"
RPT-2025-089,REQ-2025-096,FAC-FLYCUP,INS-006,2025-12-11,Quencher,SKU-QC-1.2L,200,13,1,3,9,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 7, ""severity"": ""major""}, {""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 5, ""severity"": ""major""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 1, ""severity"": ""minor""}]",Fail,"Weld seam misalignment, full rework required"
RPT-2025-090,REQ-2025-097,FAC-ANSHENG,INS-001,2025-12-30,Adventure,SKU-AD-750ML,200,13,0,4,9,"[{""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 5, ""severity"": ""major""}, {""type"": ""焊接不良"", ""type_key"": ""welding_defect"", ""count"": 1, ""severity"": ""major""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 7, ""severity"": ""minor""}]",Conditional,"Minor packaging damage, needs re-inspection after fix"
RPT-2026-091,REQ-2026-098,FAC-GINT,INS-007,2026-01-08,Aerolight,SKU-AL-700ML,200,7,0,2,5,"[{""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 6, ""severity"": ""minor""}]",Conditional,"Minor cosmetic issues, acceptable with rework"
RPT-2026-092,REQ-2026-099,FAC-FLYCUP,INS-006,2026-02-06,Adventure,SKU-AD-500ML,200,13,0,3,10,"[{""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 13, ""severity"": ""minor""}]",Conditional,"Minor cosmetic issues, acceptable with rework"
RPT-2026-093,REQ-2026-100,FAC-YKPHX,INS-002,2026-01-27,Iceflow,SKU-IF-1L,125,3,0,0,3,"[{""type"": ""包装破损"", ""type_key"": ""packaging_damage"", ""count"": 2, ""severity"": ""minor""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 1, ""severity"": ""minor""}]",Pass,
RPT-2026-094,REQ-2026-101,FAC-YKPHX,INS-003,2026-03-12,Quencher,SKU-QC-900ML,200,1,0,0,1,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 1, ""severity"": ""major""}]",Pass,
RPT-2026-095,REQ-2026-102,FAC-LISI,INS-005,2026-03-12,Adventure,SKU-AD-500ML,200,23,0,5,18,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 18, ""severity"": ""major""}, {""type"": ""焊接不良"", ""type_key"": ""welding_defect"", ""count"": 4, ""severity"": ""minor""}, {""type"": ""真空泄漏"", ""type_key"": ""vacuum_leak"", ""count"": 1, ""severity"": ""critical""}]",Conditional,Slight dimension deviation within tolerance
RPT-2026-096,REQ-2026-103,FAC-CAYI-VN,INS-004,2026-03-16,Adventure,SKU-AD-500ML,125,3,0,0,3,"[{""type"": ""焊接不良"", ""type_key"": ""welding_defect"", ""count"": 2, ""severity"": ""minor""}, {""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 1, ""severity"": ""minor""}]",Pass,
RPT-2026-097,REQ-2025-104,FAC-LISI,INS-005,2026-01-03,Iceflow,SKU-IF-750ML,125,8,1,2,5,"[{""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 3, ""severity"": ""minor""}, {""type"": ""真空泄漏"", ""type_key"": ""vacuum_leak"", ""count"": 5, ""severity"": ""major""}]",Fail,"Logo position out of spec, re-production required"
RPT-2026-098,REQ-2026-105,FAC-ANSHENG,INS-007,2026-01-10,Iceflow,SKU-IF-1L,200,5,0,1,4,"[{""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 2, ""severity"": ""major""}, {""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 3, ""severity"": ""major""}]",Pass,
RPT-2026-099,REQ-2026-107,FAC-CAYI-VN,INS-004,2026-03-01,Adventure,SKU-AD-750ML,125,8,0,2,6,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 6, ""severity"": ""minor""}, {""type"": ""焊接不良"", ""type_key"": ""welding_defect"", ""count"": 1, ""severity"": ""major""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 1, ""severity"": ""major""}]",Conditional,"Minor packaging damage, needs re-inspection after fix"
RPT-2025-100,REQ-2025-108,FAC-FLYCUP,INS-006,2025-12-03,Adventure,SKU-AD-500ML,125,10,0,3,7,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 7, ""severity"": ""minor""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 3, ""severity"": ""minor""}]",Conditional,Slight dimension deviation within tolerance
RPT-2026-101,REQ-2026-109,FAC-FLYCUP,INS-006,2026-02-26,Quencher,SKU-QC-600ML,200,5,1,1,3,"[{""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""包装破损"", ""type_key"": ""packaging_damage"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 2, ""severity"": ""minor""}]",Fail,"Multiple critical defects, production line review needed"
RPT-2026-102,REQ-2025-110,FAC-HAERS,INS-007,2026-01-04,Aerolight,SKU-AL-700ML,200,9,0,2,7,"[{""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 3, ""severity"": ""major""}, {""type"": ""包装破损"", ""type_key"": ""packaging_damage"", ""count"": 3, ""severity"": ""minor""}, {""type"": ""真空泄漏"", ""type_key"": ""vacuum_leak"", ""count"": 2, ""severity"": ""major""}]",Conditional,"Minor cosmetic issues, acceptable with rework"
RPT-2026-103,REQ-2026-111,FAC-CAYI-VN,INS-005,2026-01-26,Iceflow,SKU-IF-750ML,125,6,0,1,5,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 3, ""severity"": ""minor""}, {""type"": ""焊接不良"", ""type_key"": ""welding_defect"", ""count"": 3, ""severity"": ""minor""}]",Pass,
RPT-2025-104,REQ-2025-112,FAC-FLYCUP,INS-006,2025-11-05,Aerolight,SKU-AL-350ML,200,13,0,3,10,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 10, ""severity"": ""major""}, {""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 1, ""severity"": ""major""}, {""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 1, ""severity"": ""minor""}]",Pass,
RPT-2025-105,REQ-2025-113,FAC-ANSHENG,INS-003,2025-12-20,Quencher,SKU-QC-900ML,125,11,0,3,8,"[{""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 4, ""severity"": ""minor""}, {""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 7, ""severity"": ""major""}]",Pass,
RPT-2025-106,REQ-2025-114,FAC-GINT,INS-003,2025-10-25,Adventure,SKU-AD-750ML,200,7,0,1,6,"[{""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 3, ""severity"": ""minor""}, {""type"": ""焊接不良"", ""type_key"": ""welding_defect"", ""count"": 2, ""severity"": ""major""}, {""type"": ""包装破损"", ""type_key"": ""packaging_damage"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 1, ""severity"": ""minor""}]",Conditional,"Minor cosmetic issues, acceptable with rework"
RPT-2026-107,REQ-2026-116,FAC-GINT,INS-003,2026-02-01,Iceflow,SKU-IF-1L,125,0,0,0,0,[],Pass,
RPT-2025-108,REQ-2025-117,FAC-HAERS,INS-002,2025-10-30,Adventure,SKU-AD-500ML,200,4,0,1,3,"[{""type"": ""焊接不良"", ""type_key"": ""welding_defect"", ""count"": 2, ""severity"": ""minor""}, {""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 2, ""severity"": ""minor""}]",Pass,
RPT-2026-109,REQ-2026-118,FAC-ANSHENG,INS-007,2026-02-05,Adventure,SKU-AD-500ML,125,9,0,3,6,"[{""type"": ""外观划伤"", ""type_key"": ""surface_scratch"", ""count"": 4, ""severity"": ""major""}, {""type"": ""尺寸偏差"", ""type_key"": ""dimension_deviation"", ""count"": 1, ""severity"": ""major""}, {""type"": ""真空泄漏"", ""type_key"": ""vacuum_leak"", ""count"": 4, ""severity"": ""major""}]",Conditional,"Minor packaging damage, needs re-inspection after fix"
RPT-2026-110,REQ-2026-119,FAC-YKPHX,INS-007,2026-01-05,Adventure,SKU-AD-500ML,125,5,0,1,4,"[{""type"": ""logo偏位"", ""type_key"": ""logo_misalignment"", ""count"": 3, ""severity"": ""minor""}, {""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 2, ""severity"": ""minor""}]",Conditional,Slight dimension deviation within tolerance
RPT-2025-111,REQ-2025-120,FAC-FLYCUP,INS-006,2025-11-03,Quencher,SKU-QC-600ML,125,4,0,1,3,"[{""type"": ""焊接不良"", ""type_key"": ""welding_defect"", ""count"": 2, ""severity"": ""critical""}, {""type"": ""颜色色差"", ""type_key"": ""color_deviation"", ""count"": 1, ""severity"": ""minor""}, {""type"": ""包装破损"", ""type_key"": ""packaging_damage"", ""count"": 1, ""severity"": ""major""}]",Pass,
